Date,MaximumTemp,MinimumTemp,AverageTemp,Departure,HDD,CDD,Precipitation,NewSnow,DepartureTemp,SnowDepth,Ozone,CO,bCO,bOzone
2016-06-03,104,65,84.5,,0,20,0.0,,13.7,,0.053,0.391,0,1
2016-06-04,94,69,81.5,,0,17,0.0,,10.5,,0.061,0.454,0,1
2016-06-05,103,63,83.0,,0,18,0.0,,11.9,,0.053,0.35200000000000004,0,1
2016-06-06,94,61,77.5,,0,13,0.0,,6.2,,0.036000000000000004,0.338,0,1
2016-06-07,90,59,74.5,,0,10,0.0,,3.0,,0.033,0.309,0,0
2016-06-08,85,57,71.0,,0,6,0.0,,-0.7,,0.033,0.28300000000000003,0,0
2016-06-09,83,57,70.0,,0,5,0.0,,-1.9,,0.036000000000000004,0.287,0,1
2016-06-10,86,58,72.0,,0,7,0.0,,-0.1,,0.037000000000000005,0.29600000000000004,0,1
2016-06-11,89,56,72.5,,0,8,0.0,,0.2,,0.039,0.335,0,1
2016-06-12,89,59,74.0,,0,9,0.0,,1.5,,0.041,0.304,0,1
2016-06-13,83,56,69.5,,0,5,0.0,,-3.2,,0.039,0.3,0,1
2016-06-14,81,56,68.5,,0,4,0.0,,-4.4,,0.038,0.279,0,1
2016-06-15,72,52,62.0,,3,0,0.0,,-11.1,,0.033,0.268,0,0
2016-06-16,80,51,65.5,,0,1,0.0,,-7.8,,0.034,0.271,0,0
2016-06-17,80,57,68.5,,0,4,0.0,,-5.0,,0.03,0.29100000000000004,0,0
2016-06-18,83,61,72.0,,0,7,0.0,,-1.7,,0.043,0.258,0,1
2016-06-19,94,58,76.0,,0,11,0.0,,2.2,,0.04,0.309,0,1
2016-06-20,99,61,80.0,,0,15,0.0,,6.0,,0.047,0.317,0,1
2016-06-21,102,62,82.0,,0,17,0.0,,7.8,,0.054000000000000006,0.304,0,1
2016-06-22,95,62,78.5,,0,14,0.0,,4.1,,0.043,0.29100000000000004,0,1
2016-06-23,94,60,77.0,,0,12,0.0,,2.4,,0.04,0.29600000000000004,0,1
2016-06-24,93,59,76.0,,0,11,0.0,,1.2,,0.038,0.325,0,1
2016-06-25,102,61,81.5,,0,17,0.0,,6.5,,0.045,0.383,0,1
2016-06-26,105,66,85.5,,0,21,0.0,,10.4,,0.046,0.333,0,1
2016-06-27,107,67,87.0,,0,22,0.0,,11.7,,0.044,0.387,0,1
2016-06-28,107,69,88.0,,0,23,0.0,,12.5,,0.047,0.35,0,1
2016-06-29,100,62,81.0,,0,16,0.0,,5.4,,0.046,0.365,0,1
2016-06-30,105,59,82.0,,0,17,0.0,,6.2,,0.054000000000000006,0.404,0,1
2016-07-01,98,66,82.0,,0,17,0.0,0.0,6.0,0.0,0.05,0.391,0,1
2016-07-02,93,63,78.0,,0,13,0.0,0.0,1.9,0.0,0.037000000000000005,0.342,0,1
2016-07-03,93,60,76.5,,0,12,0.0,0.0,0.3,0.0,0.041,0.311,0,1
2016-07-04,89,58,73.5,,0,9,0.0,0.0,-2.9,0.0,0.031,0.233,0,0
2016-07-05,87,57,72.0,,0,7,0.0,0.0,-4.5,0.0,0.031,0.218,0,0
2016-07-06,88,57,72.5,,0,8,0.0,0.0,-4.1,0.0,0.034,0.35,0,0
2016-07-07,87,57,72.0,,0,7,0.0,0.0,-4.7,0.0,0.031,0.343,0,0
2016-07-08,91,57,74.0,,0,9,0.0,0.0,-2.8,0.0,0.026,0.35,0,0
2016-07-09,86,61,73.5,,0,9,0.0,0.0,-3.4,0.0,0.023,0.313,0,0
2016-07-10,88,56,72.0,,0,7,0.0,0.0,-5.0,0.0,0.032,0.304,0,0
2016-07-11,95,62,78.5,,0,14,0.0,0.0,1.4,0.0,0.035,0.326,0,0
2016-07-12,95,61,78.0,,0,13,0.0,0.0,0.8,0.0,0.039,0.321,0,1
2016-07-13,101,62,81.5,,0,17,0.0,0.0,4.3,0.0,0.046,0.37,0,1
2016-07-14,105,67,86.0,,0,21,0.0,0.0,8.7,0.0,0.063,0.404,0,1
2016-07-15,100,63,81.5,,0,17,0.0,0.0,4.2,0.0,0.051,0.37,0,1
2016-07-16,93,59,76.0,,0,11,0.0,0.0,-1.4,0.0,0.039,0.363,0,1
2016-07-17,88,57,72.5,,0,8,0.0,0.0,-4.9,0.0,0.031,0.33,0,0
2016-07-18,85,57,71.0,,0,6,0.0,0.0,-6.4,0.0,0.028,0.333,0,0
2016-07-19,90,58,74.0,,0,9,0.0,0.0,-3.5,0.0,0.033,0.317,0,0
2016-07-20,95,60,77.5,,0,13,0.0,0.0,0.0,0.0,0.04,0.338,0,1
2016-07-21,92,59,75.5,,0,11,0.0,0.0,-2.0,0.0,0.039,0.313,0,1
2016-07-22,99,60,79.5,,0,15,0.0,0.0,2.0,0.0,0.045,0.379,0,1
2016-07-23,104,62,83.0,,0,18,0.0,0.0,5.5,0.0,0.05,0.443,0,1
2016-07-24,106,68,87.0,,0,22,0.0,0.0,9.5,0.0,0.048,0.4,0,1
2016-07-25,103,62,82.5,,0,18,0.0,0.0,5.0,0.0,0.048,0.387,0,1
2016-07-26,108,63,85.5,,0,21,0.0,0.0,8.1,0.0,0.056,0.342,0,1
2016-07-27,107,72,89.5,,0,25,0.0,0.0,12.1,0.0,0.058,0.439,0,1
2016-07-28,105,69,87.0,,0,22,0.0,0.0,9.6,0.0,0.048,0.405,0,1
2016-07-29,106,67,86.5,,0,22,0.0,0.0,9.2,0.0,0.046,0.404,0,1
2016-07-30,102,69,85.5,,0,21,0.0,0.0,8.2,0.0,0.038,0.371,0,1
2016-07-31,96,61,78.5,,0,14,0.0,0.0,1.2,0.0,0.04,0.387,0,1
2016-08-01,95,59,77.0,,0,12,0.0,0.0,-0.2,0.0,0.038,0.4,0,1
2016-08-02,98,58,78.0,,0,13,0.0,0.0,0.8,0.0,0.042,0.4,0,1
2016-08-03,102,63,82.5,,0,18,0.0,0.0,5.4,0.0,0.048,0.413,0,1
2016-08-04,87,57,72.0,,0,7,0.0,0.0,-5.1,0.0,0.034,0.4,0,0
2016-08-05,87,57,72.0,,0,7,0.0,0.0,-5.0,0.0,0.037000000000000005,0.379,0,1
2016-08-06,90,56,73.0,,0,8,0.0,0.0,-4.0,0.0,0.036000000000000004,0.4,0,1
2016-08-07,94,57,75.5,,0,11,0.0,0.0,-1.4,0.0,0.038,0.383,0,1
2016-08-08,95,60,77.5,,0,13,0.0,0.0,0.6,0.0,0.037000000000000005,0.4,0,1
2016-08-09,98,59,78.5,,0,14,0.0,0.0,1.7,0.0,0.042,0.413,0,1
2016-08-10,95,61,78.0,,0,13,0.0,0.0,1.3,0.0,0.043,0.43,0,1
2016-08-11,97,60,78.5,,0,14,0.0,0.0,1.8,0.0,0.045,0.464,0,1
2016-08-12,102,62,82.0,,0,17,0.0,0.0,5.4,0.0,0.052000000000000005,0.504,1,1
2016-08-13,104,64,84.0,,0,19,0.0,0.0,7.4,0.0,0.057,0.458,0,1
2016-08-14,103,68,85.5,,0,21,0.0,0.0,9.0,0.0,0.049,0.422,0,1
2016-08-15,96,58,77.0,,0,12,0.0,0.0,0.6,0.0,0.043,0.4,0,1
2016-08-16,99,59,79.0,,0,14,0.0,0.0,2.6,0.0,0.049,0.478,0,1
2016-08-17,98,61,79.5,,0,15,0.0,0.0,3.2,0.0,0.049,0.483,0,1
2016-08-18,97,62,79.5,,0,15,0.0,0.0,3.2,0.0,0.05,0.504,1,1
2016-08-19,93,63,78.0,,0,13,0.0,0.0,1.8,0.0,0.048,0.504,1,1
2016-08-20,95,61,78.0,,0,13,0.0,0.0,1.9,0.0,0.049,0.509,1,1
2016-08-21,92,59,75.5,,0,11,0.0,0.0,-0.6,0.0,0.044,0.471,0,1
2016-08-22,90,58,74.0,,0,9,0.0,0.0,-2.0,0.0,0.037000000000000005,0.478,0,1
2016-08-23,90,58,74.0,,0,9,0.0,0.0,-1.9,0.0,0.033,0.467,0,0
2016-08-24,92,55,73.5,,0,9,0.0,0.0,-2.4,0.0,0.04,0.486,0,1
2016-08-25,92,56,74.0,,0,9,0.0,0.0,-1.8,0.0,0.038,0.483,0,1
2016-08-26,86,57,71.5,,0,7,0.0,0.0,-4.2,0.0,0.034,0.475,0,0
2016-08-27,85,58,71.5,,0,7,0.0,0.0,-4.1,0.0,0.036000000000000004,0.463,0,1
2016-08-28,94,57,75.5,,0,11,0.0,0.0,-0.1,0.0,0.045,0.467,0,1
2016-08-29,92,57,74.5,,0,10,0.0,0.0,-1.0,0.0,0.041,0.471,0,1
2016-08-30,95,62,78.5,,0,14,0.0,0.0,3.1,0.0,0.036000000000000004,0.467,0,1
2016-08-31,91,62,76.5,,0,12,0.0,0.0,1.2,0.0,0.027000000000000003,0.467,0,0
2016-09-01,90,60,75.0,,0,10,0.0,0.0,-0.2,0.0,0.03,0.491,0,0
2016-09-02,93,59,76.0,,0,11,0.0,0.0,0.9,0.0,0.036000000000000004,0.508,1,1
2016-09-03,85,60,72.5,,0,8,0.0,0.0,-2.5,0.0,0.032,0.5,0,0
2016-09-04,83,55,69.0,,0,4,0.0,0.0,-5.9,0.0,0.032,0.5329999999999999,1,0
2016-09-05,91,56,73.5,,0,9,0.0,0.0,-1.3,0.0,0.036000000000000004,0.539,1,1
2016-09-06,95,59,77.0,,0,12,0.0,0.0,2.3,0.0,0.042,0.642,1,1
2016-09-07,98,60,79.0,,0,14,0.0,0.0,4.4,0.0,0.046,0.654,1,1
2016-09-08,92,63,77.5,,0,13,0.0,0.0,3.0,0.0,0.046,0.563,1,1
2016-09-09,97,58,77.5,,0,13,0.0,0.0,3.1,0.0,0.049,0.5539999999999999,1,1
2016-09-10,94,58,76.0,,0,11,0.0,0.0,1.8,0.0,0.039,0.5379999999999999,1,1
2016-09-11,81,57,69.0,,0,4,0.0,0.0,-5.1,0.0,0.034,0.5,0,0
2016-09-12,78,55,66.5,,0,2,0.0,0.0,-7.4,0.0,0.031,0.496,0,0
2016-09-13,77,53,65.0,,0,0,0.0,0.0,-8.8,0.0,0.037000000000000005,0.513,1,1
2016-09-14,84,54,69.0,,0,4,0.0,0.0,-4.6,0.0,0.04,0.229,0,1
2016-09-15,90,56,73.0,,0,8,0.0,0.0,-0.5,0.0,0.042,0.5710000000000001,1,1
2016-09-16,93,56,74.5,,0,10,0.0,0.0,1.2,0.0,0.05,0.267,0,1
2016-09-17,98,59,78.5,,0,14,0.0,0.0,5.4,0.0,0.052000000000000005,0.675,1,1
2016-09-18,100,62,81.0,,0,16,0.0,0.0,8.1,0.0,0.055,0.675,1,1
2016-09-19,102,64,83.0,,0,18,0.0,0.0,10.3,0.0,0.05,0.589,1,1
2016-09-20,92,64,78.0,,0,13,0.0,0.0,5.4,0.0,0.045,0.513,1,1
2016-09-21,84,57,70.5,,0,6,0.0,0.0,-1.9,0.0,0.032,0.486,0,0
2016-09-22,77,51,64.0,,1,0,0.0,0.0,-8.1,0.0,0.032,0.539,1,0
2016-09-23,84,52,68.0,,0,3,0.0,0.0,-3.9,0.0,0.033,0.588,1,0
2016-09-24,91,56,73.5,,0,9,0.0,0.0,1.8,0.0,0.035,0.7390000000000001,1,0
2016-09-25,96,57,76.5,,0,12,0.0,0.0,5.0,0.0,0.05,0.713,1,1
2016-09-26,99,61,80.0,,0,15,0.0,0.0,8.7,0.0,0.064,0.748,1,1
2016-09-27,100,61,80.5,,0,16,0.0,0.0,9.5,0.0,0.065,0.721,1,1
2016-09-28,96,62,79.0,,0,14,0.0,0.0,8.2,0.0,0.05,0.674,1,1
2016-09-29,88,56,72.0,,0,7,0.0,0.0,1.5,0.0,0.035,0.604,1,0
2016-09-30,77,53,65.0,,0,0,0.0,0.0,-5.3,0.0,0.037000000000000005,0.6,1,1
2016-10-01,78,49,63.5,,1,0,0.0,,-6.5,,0.036000000000000004,0.638,1,1
2016-10-02,72,50,61.0,,4,0,0.01,,-8.7,,0.032,0.617,1,0
2016-10-03,65,49,57.0,,8,0,0.01,,-12.5,,0.026,0.65,1,0
2016-10-04,74,50,62.0,,3,0,0.0,,-7.2,,0.026,0.7090000000000001,1,0
2016-10-05,76,48,62.0,,3,0,0.0,,-6.9,,0.03,0.7170000000000001,1,0
2016-10-06,81,51,66.0,,0,1,0.0,,-2.6,,0.028,0.713,1,0
2016-10-07,83,50,66.5,,0,2,0.0,,-1.8,,0.038,0.813,1,1
2016-10-08,88,54,71.0,,0,6,0.0,,3.0,,0.049,0.7829999999999999,1,1
2016-10-09,90,53,71.5,,0,7,0.0,,3.8,,0.053,0.713,1,1
2016-10-10,86,58,72.0,,0,7,0.0,,4.6,,0.042,0.648,1,1
2016-10-11,79,52,65.5,,0,1,0.0,,-1.6,,0.041,0.654,1,1
2016-10-12,78,52,65.0,,0,0,0.0,,-1.8,,0.036000000000000004,0.705,1,1
2016-10-13,77,56,66.5,,0,2,0.0,,0.0,,0.029,0.679,1,0
2016-10-14,65,62,63.5,,1,0,0.59,,-2.7,,0.023,0.726,1,0
2016-10-15,74,57,65.5,,0,1,0.16,,-0.3,,0.031,0.725,1,0
2016-10-16,63,59,61.0,,4,0,1.43,,-4.5,,0.032,0.713,1,0
2016-10-17,71,55,63.0,,2,0,0.0,,-2.2,,0.033,0.762,1,0
2016-10-18,72,49,60.5,,4,0,0.0,,-4.3,,0.026,0.774,1,0
2016-10-19,76,48,62.0,,3,0,0.0,,-2.5,,0.022,0.8220000000000001,1,0
2016-10-20,80,50,65.0,,0,0,0.0,,0.9,,0.031,0.909,1,0
2016-10-21,84,51,67.5,,0,3,0.0,,3.7,,0.032,0.967,1,0
2016-10-22,78,55,66.5,,0,2,0.0,,3.1,,0.026,1.009,1,0
2016-10-23,78,53,65.5,,0,1,0.0,,2.4,,0.035,0.813,1,0
2016-10-24,70,59,64.5,,0,0,0.01,,1.8,,0.032,0.809,1,0
2016-10-25,69,59,64.0,,1,0,0.18,,1.6,,0.023,0.863,1,0
2016-10-26,80,56,68.0,,0,3,0.0,,6.0,,0.025,0.638,1,0
2016-10-27,67,57,62.0,,3,0,0.68,,0.4,,0.02,0.439,0,0
2016-10-28,67,60,63.5,,1,0,0.66,,2.2,,0.023,0.417,0,0
2016-10-29,74,59,66.5,,0,2,0.0,,5.6,,0.021,0.487,0,0
2016-10-30,65,54,59.5,,5,0,0.62,,-1.0,,0.028,0.488,0,0
2016-10-31,67,51,59.0,,6,0,0.06,,-1.2,,0.028,0.491,0,0
2016-11-01,68,54,61.0,,4,0,0.1,,1.2,,0.031,0.478,0,0
2016-11-02,69,47,58.0,,7,0,0.0,,-1.4,,0.017,0.557,1,0
2016-11-03,73,48,60.5,,4,0,0.0,,1.4,,0.016,0.604,1,0
2016-11-04,74,50,62.0,,3,0,0.0,,3.3,,0.023,0.6779999999999999,1,0
2016-11-05,73,47,60.0,,5,0,0.0,,1.7,,0.028,0.813,1,0
2016-11-06,70,55,62.5,,2,0,0.0,,4.6,,0.022,0.574,1,0
2016-11-07,73,55,64.0,,1,0,0.0,,6.4,,0.02,0.608,1,0
2016-11-08,75,54,64.5,,0,0,0.0,,7.3,,0.018000000000000002,0.7,1,0
2016-11-09,76,53,64.5,,0,0,0.0,,7.7,,0.022,0.758,1,0
2016-11-10,76,52,64.0,,1,0,0.0,,7.6,,0.021,0.7609999999999999,1,0
2016-11-11,75,52,63.5,,1,0,0.0,,7.4,,0.026,0.792,1,0
2016-11-12,78,55,66.5,,0,2,0.0,,10.8,,0.027000000000000003,0.67,1,0
2016-11-13,73,52,62.5,,2,0,0.0,,7.2,,0.029,0.7959999999999999,1,0
2016-11-14,75,49,62.0,,3,0,0.0,,7.0,,0.027000000000000003,0.743,1,0
2016-11-15,70,51,60.5,,4,0,0.0,,5.9,,0.024,0.28300000000000003,0,0
2016-11-16,62,45,53.5,,11,0,0.0,,-0.8,,0.024,0.4,0,0
2016-11-17,62,40,51.0,,14,0,0.0,,-2.9,,0.018000000000000002,0.518,1,0
2016-11-18,68,39,53.5,,11,0,0.0,,-0.1,,0.026,0.448,0,0
2016-11-19,58,50,54.0,,11,0,0.23,,0.8,,0.034,0.274,0,0
2016-11-20,60,54,57.0,,8,0,0.28,,4.1,,0.033,0.263,0,0
2016-11-21,63,47,55.0,,10,0,0.01,,2.4,,0.019,0.471,0,0
2016-11-22,59,43,51.0,,14,0,0.0,,-1.3,,0.018000000000000002,0.417,0,0
2016-11-23,62,44,53.0,,12,0,0.14,,1.1,,0.029,0.395,0,0
2016-11-24,61,39,50.0,,15,0,0.0,,-1.6,,0.023,0.755,1,0
2016-11-25,55,42,48.5,,16,0,0.0,,-2.8,,0.014,0.568,1,0
2016-11-26,51,45,48.0,,17,0,0.38,,-3.0,,0.031,0.263,0,0
2016-11-27,59,42,50.5,,14,0,0.13,,-0.2,,0.03,0.25,0,0
2016-11-28,53,47,50.0,,15,0,0.05,,-0.5,,0.032,0.217,0,0
2016-11-29,59,37,48.0,,17,0,0.0,,-2.2,,0.018000000000000002,0.452,0,0
2016-11-30,58,40,49.0,,16,0,0.01,,-0.9,,0.014,0.433,0,0
2016-12-01,59,39,49.0,,16,0,0.0,,-0.7,,0.026,0.258,0,0
2016-12-02,59,43,51.0,,14,0,0.0,,1.6,,0.033,0.248,0,0
2016-12-03,59,37,48.0,,17,0,0.0,,-1.2,,0.023,0.517,1,0
2016-12-04,59,39,49.0,,16,0,0.0,,0.0,,0.022,0.5429999999999999,1,0
2016-12-05,54,39,46.5,,18,0,0.0,,-2.3,,0.012,0.7290000000000001,1,0
2016-12-06,56,40,48.0,,17,0,0.0,,-0.5,,0.014,0.7170000000000001,1,0
2016-12-07,48,34,41.0,,24,0,0.11,,-7.3,,0.015,0.384,0,0
2016-12-08,54,40,47.0,,18,0,0.55,,-1.2,,0.027000000000000003,0.29,0,0
2016-12-09,63,46,54.5,,10,0,0.06,,6.5,,0.018000000000000002,0.395,0,0
2016-12-10,60,50,55.0,,10,0,0.52,,7.2,,0.022,0.333,0,0
2016-12-11,52,45,48.5,,16,0,0.0,,0.9,,0.015,0.329,0,0
2016-12-12,54,45,49.5,,15,0,0.0,,2.0,,0.014,0.475,0,0
2016-12-13,59,45,52.0,,13,0,0.0,,4.6,,0.01,0.417,0,0
2016-12-14,64,49,56.5,,8,0,0.01,,9.3,,0.014,0.43,0,0
2016-12-15,59,52,55.5,,9,0,2.28,,8.4,,0.023,0.321,0,0
2016-12-16,55,40,47.5,,17,0,0.0,,0.5,,0.028,0.483,0,0
2016-12-17,49,35,42.0,,23,0,0.0,,-4.9,,0.025,0.606,1,0
2016-12-18,51,31,41.0,,24,0,0.0,,-5.8,,0.016,1.084,1,0
2016-12-19,51,31,41.0,,24,0,0.0,,-5.7,,0.016,0.8290000000000001,1,0
2016-12-20,55,34,44.5,,20,0,0.0,,-2.1,,0.012,0.965,1,0
2016-12-21,59,40,49.5,,15,0,0.0,,2.9,,0.014,0.8390000000000001,1,0
2016-12-22,61,37,49.0,,16,0,0.0,,2.5,,0.016,0.77,1,0
2016-12-23,51,40,45.5,,19,0,0.24,,-0.9,,0.03,0.496,0,0
2016-12-24,49,33,41.0,,24,0,0.0,,-5.4,,0.025,0.6579999999999999,1,0
2016-12-25,48,31,39.5,,25,0,0.0,,-6.9,,0.021,0.7290000000000001,1,0
2016-12-26,49,32,40.5,,24,0,0.0,,-5.8,,0.018000000000000002,0.5870000000000001,1,0
2016-12-27,54,33,43.5,,21,0,0.0,,-2.8,,0.012,0.892,1,0
2016-12-28,56,32,44.0,,21,0,0.0,,-2.3,,0.011,0.971,1,0
2016-12-29,58,34,46.0,,19,0,0.0,,-0.3,,0.014,0.929,1,0
2016-12-30,57,35,46.0,,19,0,0.0,,-0.3,,0.016,1.165,1,0
2016-12-31,54,40,47.0,,18,0,0.0,,0.7,,0.022,0.642,1,0
2017-01-01,52,40,46.0,,19,0,0.0,,-0.3,,0.026,0.6,1,0
2017-01-02,50,41,45.5,,19,0,0.17,,-0.9,,0.034,0.596,1,0
2017-01-03,52,45,48.5,,16,0,0.5,,2.1,,0.033,0.6,1,0
2017-01-04,54,47,50.5,,14,0,0.8,,4.1,,0.03,0.617,1,0
2017-01-05,49,36,42.5,,22,0,0.0,,-4.0,,0.025,0.513,1,0
2017-01-06,46,32,39.0,,26,0,0.0,,-7.5,,0.019,0.569,1,0
2017-01-07,58,40,49.0,,16,0,1.1,,2.4,,0.025,0.546,1,0
2017-01-08,64,58,61.0,,4,0,1.96,,14.4,,0.023,0.528,1,0
2017-01-09,58,50,54.0,,11,0,0.18,,7.3,,0.035,0.5589999999999999,1,0
2017-01-10,55,52,53.5,,11,0,2.16,,6.7,,0.039,0.397,0,1
2017-01-11,57,45,51.0,,14,0,0.19,,4.2,,0.037000000000000005,0.252,0,1
2017-01-12,49,42,45.5,,19,0,0.12,,-1.4,,0.026,0.413,0,0
2017-01-13,57,38,47.5,,17,0,0.0,,0.5,,0.021,0.433,0,0
2017-01-14,50,38,44.0,,21,0,0.0,,-3.1,,0.014,0.345,0,0
2017-01-15,51,38,44.5,,20,0,0.0,,-2.7,,0.018000000000000002,0.405,0,0
2017-01-16,52,39,45.5,,19,0,0.0,,-1.8,,0.015,0.425,0,0
2017-01-17,47,35,41.0,,24,0,0.0,,-6.4,,0.01,0.444,0,0
2017-01-18,49,43,46.0,,19,0,0.93,,-1.6,,0.025,0.29600000000000004,0,0
2017-01-19,58,45,51.5,,13,0,0.42,,3.8,,0.037000000000000005,0.265,0,1
2017-01-20,55,46,50.5,,14,0,0.68,,2.7,,0.04,0.258,0,1
2017-01-21,55,45,50.0,,15,0,0.23,,2.1,,0.036000000000000004,0.254,0,1
2017-01-22,58,44,51.0,,14,0,0.37,,2.9,,0.041,0.267,0,1
2017-01-23,56,42,49.0,,16,0,0.04,,0.8,,0.036000000000000004,0.321,0,1
2017-01-24,54,39,46.5,,18,0,0.0,,-1.9,,0.03,0.4,0,0
2017-01-25,57,36,46.5,,18,0,0.0,,-2.1,,0.023,0.467,0,0
2017-01-26,56,41,48.5,,16,0,0.0,,-0.2,,0.023,0.353,0,0
2017-01-27,60,36,48.0,,17,0,0.0,,-0.9,,0.028,0.473,0,0
2017-01-28,59,37,48.0,,17,0,0.0,,-1.1,,0.025,0.65,1,0
2017-01-29,61,36,48.5,,16,0,0.0,,-0.7,,0.023,0.687,1,0
2017-01-30,62,37,49.5,,15,0,0.0,,0.1,,0.018000000000000002,0.914,1,0
2017-01-31,60,38,49.0,,16,0,0.0,,-0.6,,0.016,0.779,1,0
2017-02-01,56,43,49.5,,15,0,0.0,,-0.3,,0.014,0.664,1,0
2017-02-02,64,48,56.0,,9,0,0.19,,6.0,,0.031,0.418,0,0
2017-02-03,63,54,58.5,,6,0,1.04,,8.3,,0.034,0.417,0,0
2017-02-04,65,51,58.0,,7,0,0.0,,7.6,,0.032,0.458,0,0
2017-02-05,61,48,54.5,,10,0,0.31,,3.9,,0.025,0.5329999999999999,1,0
2017-02-06,61,54,57.5,,7,0,1.15,,6.7,,0.032,0.479,0,0
2017-02-07,64,53,58.5,,6,0,0.87,,7.5,,0.028,0.4920000000000001,0,0
2017-02-08,63,58,60.5,,4,0,0.39,,9.3,,0.013,0.5379999999999999,1,0
2017-02-09,61,56,58.5,,6,0,1.06,,7.1,,0.018000000000000002,0.521,1,0
2017-02-10,65,52,58.5,,6,0,0.08,,6.9,,0.035,0.5710000000000001,1,0
2017-02-11,63,49,56.0,,9,0,0.0,,4.2,,0.031,0.5379999999999999,1,0
2017-02-12,66,42,54.0,,11,0,0.0,,2.0,,0.026,0.638,1,0
2017-02-13,64,44,54.0,,11,0,0.0,,1.8,,0.022,0.696,1,0
2017-02-14,69,45,57.0,,8,0,0.0,,4.6,,0.022,0.754,1,0
2017-02-15,65,49,57.0,,8,0,0.0,,4.4,,0.02,0.605,1,0
2017-02-16,67,53,60.0,,5,0,0.27,,7.2,,0.034,0.26,0,0
2017-02-17,60,52,56.0,,9,0,0.72,,3.0,,0.034,0.166,0,0
2017-02-18,62,48,55.0,,10,0,0.08,,1.8,,0.035,0.198,0,0
2017-02-19,56,47,51.5,,13,0,0.19,,-1.9,,0.038,0.2,0,1
2017-02-20,57,52,54.5,,10,0,1.69,,0.9,,0.036000000000000004,0.207,0,1
2017-02-21,62,51,56.5,,8,0,0.14,,2.7,,0.039,0.252,0,1
2017-02-22,59,42,50.5,,14,0,0.0,,-3.4,,0.033,0.311,0,0
2017-02-23,54,36,45.0,,20,0,0.0,,-9.1,,0.031,0.417,0,0
2017-02-24,56,35,45.5,,19,0,0.0,,-8.8,,0.03,0.438,0,0
2017-02-25,56,40,48.0,,17,0,0.0,,-6.5,,0.036000000000000004,0.354,0,1
2017-02-26,60,36,48.0,,17,0,0.0,,-6.6,,0.033,0.333,0,0
2017-02-27,58,41,49.5,,15,0,0.0,,-5.3,,0.038,0.425,0,1
2017-02-28,60,36,48.0,,17,0,0.0,,-6.9,,0.034,0.515,1,0
2017-03-01,64,37,50.5,,14,0,0.0,,-4.6,,0.027000000000000003,0.527,1,0
2017-03-02,68,39,53.5,,11,0,0.0,,-1.7,,0.033,0.591,1,0
2017-03-03,69,41,55.0,,10,0,0.0,,-0.3,,0.03,0.675,1,0
2017-03-04,64,47,55.5,,9,0,0.15,,0.0,,0.035,0.4,0,0
2017-03-05,53,42,47.5,,17,0,0.03,,-8.1,,0.042,0.425,0,1
2017-03-06,55,42,48.5,,16,0,0.01,,-7.2,,0.037000000000000005,0.487,0,1
2017-03-07,60,39,49.5,,15,0,0.0,,-6.3,,0.03,0.588,1,0
2017-03-08,68,42,55.0,,10,0,0.0,,-0.9,,0.028,0.6,1,0
2017-03-09,74,46,60.0,,5,0,0.0,,4.0,,0.024,0.726,1,0
2017-03-10,72,54,63.0,,2,0,0.0,,6.9,,0.021,0.67,1,0
2017-03-11,79,50,64.5,,0,0,0.0,,8.3,,0.025,0.713,1,0
2017-03-12,78,51,64.5,,0,0,0.0,,8.2,,0.018000000000000002,0.0,0,0
2017-03-13,78,49,63.5,,1,0,0.0,,7.1,,0.016,0.0,0,0
2017-03-14,83,51,67.0,,0,2,0.0,,10.5,,0.042,0.7959999999999999,1,1
2017-03-15,73,55,64.0,,1,0,0.0,,7.4,,0.033,0.6629999999999999,1,0
2017-03-16,77,51,64.0,,1,0,0.0,,7.3,,0.023,0.6609999999999999,1,0
2017-03-17,79,49,64.0,,1,0,0.0,,7.2,,0.029,0.821,1,0
2017-03-18,72,56,64.0,,1,0,0.0,,7.1,,0.032,0.726,1,0
2017-03-19,75,55,65.0,,0,0,0.0,,8.1,,0.029,0.7,1,0
2017-03-20,68,55,61.5,,3,0,0.38,,4.5,,0.032,0.7040000000000001,1,0
2017-03-21,68,53,60.5,,4,0,1.05,,3.4,,0.032,0.696,1,0
2017-03-22,62,48,55.0,,10,0,0.77,,-2.2,,0.038,0.7040000000000001,1,1
2017-03-23,65,43,54.0,,11,0,0.0,,-3.3,,0.032,0.489,0,0
2017-03-24,56,52,54.0,,11,0,0.27,,-3.4,,0.035,0.203,0,0
2017-03-25,67,51,59.0,,6,0,0.0,,1.5,,0.035,0.331,0,0
2017-03-26,65,48,56.5,,8,0,0.08,,-1.1,,0.038,0.22,0,1
2017-03-27,66,47,56.5,,8,0,0.0,,-1.2,,0.033,0.303,0,0
2017-03-28,74,51,62.5,,2,0,0.0,,4.7,,0.037000000000000005,0.271,0,1
2017-03-29,79,50,64.5,,0,0,0.0,,6.6,,0.034,0.313,0,0
2017-03-30,68,55,61.5,,3,0,0.02,,3.5,,0.04,0.262,0,1
2017-03-31,73,49,61.0,,4,0,0.0,,2.9,,0.039,0.263,0,1
2017-04-01,77,50,63.5,,1,0,0.0,,5.3,,0.038,0.313,0,1
2017-04-02,81,52,66.5,,0,2,0.0,,8.1,,0.034,0.304,0,0
2017-04-03,77,53,65.0,,0,0,0.0,,6.5,,0.039,0.329,0,1
